des(0,80596,49488)    
(38260,"<<{OBU}0 !DMIcmd{p1=80}>> ",24970)
(38113,"<<{OBU}0 ?ESpeed{p1=118}{OBU}0>> ",38261)
(38261,"<<{OBU}0 !EBcmd{p1=1}>> ",38262)
(38262,"<<{OBU}0 !DMIcmd{p1=80}>> ",24973)
(38113,"<<{OBU}0 ?ESpeed{p1=117}{OBU}0>> ",38263)
(38263,"<<{OBU}0 !EBcmd{p1=1}>> ",38264)
(38264,"<<{OBU}0 !DMIcmd{p1=80}>> ",24976)
(38113,"<<{OBU}0 ?ESpeed{p1=116}{OBU}0>> ",38265)
(38265,"<<{OBU}0 !EBcmd{p1=1}>> ",38266)
(38266,"<<{OBU}0 !DMIcmd{p1=80}>> ",24979)
(38113,"<<{OBU}0 ?ESpeed{p1=115}{OBU}0>> ",38267)
(38267,"<<{OBU}0 !EBcmd{p1=1}>> ",38268)
(38268,"<<{OBU}0 !DMIcmd{p1=80}>> ",24982)
(38113,"<<{OBU}0 ?ESpeed{p1=114}{OBU}0>> ",38269)
(38269,"<<{OBU}0 !EBcmd{p1=1}>> ",38270)
(38270,"<<{OBU}0 !DMIcmd{p1=80}>> ",24985)
(38113,"<<{OBU}0 ?ESpeed{p1=113}{OBU}0>> ",38271)
(38271,"<<{OBU}0 !EBcmd{p1=1}>> ",38272)
(38272,"<<{OBU}0 !DMIcmd{p1=80}>> ",24988)
(38113,"<<{OBU}0 ?ESpeed{p1=112}{OBU}0>> ",38273)
(38273,"<<{OBU}0 !EBcmd{p1=1}>> ",38274)
(38274,"<<{OBU}0 !DMIcmd{p1=80}>> ",24991)
(38113,"<<{OBU}0 ?ESpeed{p1=111}{OBU}0>> ",38275)
(38275,"<<{OBU}0 !EBcmd{p1=1}>> ",38276)
(38276,"<<{OBU}0 !DMIcmd{p1=80}>> ",24994)
(38113,"<<{OBU}0 ?ESpeed{p1=110}{OBU}0>> ",38277)
(38277,"<<{OBU}0 !EBcmd{p1=1}>> ",38278)
(38278,"<<{OBU}0 !DMIcmd{p1=80}>> ",24997)
(38113,"<<{OBU}0 ?ESpeed{p1=109}{OBU}0>> ",38279)
(38279,"<<{OBU}0 !EBcmd{p1=1}>> ",38280)
(38280,"<<{OBU}0 !DMIcmd{p1=80}>> ",25000)
(38113,"<<{OBU}0 ?ESpeed{p1=108}{OBU}0>> ",38281)
(38281,"<<{OBU}0 !EBcmd{p1=1}>> ",38282)
(38282,"<<{OBU}0 !DMIcmd{p1=80}>> ",25003)
(38113,"<<{OBU}0 ?ESpeed{p1=107}{OBU}0>> ",38283)
(38283,"<<{OBU}0 !EBcmd{p1=1}>> ",38284)
(38284,"<<{OBU}0 !DMIcmd{p1=80}>> ",25006)
(38113,"<<{OBU}0 ?ESpeed{p1=106}{OBU}0>> ",38285)
(38285,"<<{OBU}0 !EBcmd{p1=1}>> ",38286)
(38286,"<<{OBU}0 !DMIcmd{p1=80}>> ",25009)
(38113,"<<{OBU}0 ?ESpeed{p1=105}{OBU}0>> ",38287)
(38287,"<<{OBU}0 !EBcmd{p1=1}>> ",38288)
(38288,"<<{OBU}0 !DMIcmd{p1=80}>> ",25012)
(38113,"<<{OBU}0 ?ESpeed{p1=104}{OBU}0>> ",38289)
(38289,"<<{OBU}0 !EBcmd{p1=1}>> ",38290)
(38290,"<<{OBU}0 !DMIcmd{p1=80}>> ",25015)
(38113,"<<{OBU}0 ?ESpeed{p1=103}{OBU}0>> ",38291)
(38291,"<<{OBU}0 !EBcmd{p1=1}>> ",38292)
(38292,"<<{OBU}0 !DMIcmd{p1=80}>> ",25018)
(38113,"<<{OBU}0 ?ESpeed{p1=102}{OBU}0>> ",38293)
(38293,"<<{OBU}0 !EBcmd{p1=1}>> ",38294)
(38294,"<<{OBU}0 !DMIcmd{p1=80}>> ",25021)
(38113,"<<{OBU}0 ?ESpeed{p1=101}{OBU}0>> ",38295)
(38295,"<<{OBU}0 !EBcmd{p1=1}>> ",38296)
(38296,"<<{OBU}0 !DMIcmd{p1=80}>> ",25024)
(38113,"<<{OBU}0 ?ESpeed{p1=100}{OBU}0>> ",38297)
(38297,"<<{OBU}0 !EBcmd{p1=1}>> ",38298)
(38298,"<<{OBU}0 !DMIcmd{p1=80}>> ",25027)
(38113,"<<{OBU}0 ?ESpeed{p1=99}{OBU}0>> ",38299)
(38299,"<<{OBU}0 !EBcmd{p1=1}>> ",38300)
(38300,"<<{OBU}0 !DMIcmd{p1=80}>> ",25030)
(38113,"<<{OBU}0 ?ESpeed{p1=98}{OBU}0>> ",38301)
(38301,"<<{OBU}0 !EBcmd{p1=1}>> ",38302)
(38302,"<<{OBU}0 !DMIcmd{p1=80}>> ",25033)
(38113,"<<{OBU}0 ?ESpeed{p1=97}{OBU}0>> ",38303)
(38303,"<<{OBU}0 !EBcmd{p1=1}>> ",38304)
(38304,"<<{OBU}0 !DMIcmd{p1=80}>> ",25036)
(38113,"<<{OBU}0 ?ESpeed{p1=96}{OBU}0>> ",38305)
(38305,"<<{OBU}0 !EBcmd{p1=1}>> ",38306)
(38306,"<<{OBU}0 !DMIcmd{p1=80}>> ",25039)
(38113,"<<{OBU}0 ?ESpeed{p1=95}{OBU}0>> ",38307)
(38307,"<<{OBU}0 !EBcmd{p1=1}>> ",38308)
(38308,"<<{OBU}0 !DMIcmd{p1=80}>> ",25042)
(38113,"<<{OBU}0 ?ESpeed{p1=94}{OBU}0>> ",38309)
(38309,"<<{OBU}0 !EBcmd{p1=1}>> ",38310)
(38310,"<<{OBU}0 !DMIcmd{p1=80}>> ",25045)
(38113,"<<{OBU}0 ?ESpeed{p1=93}{OBU}0>> ",38311)
(38311,"<<{OBU}0 !EBcmd{p1=1}>> ",38312)
(38312,"<<{OBU}0 !DMIcmd{p1=80}>> ",25048)
(38113,"<<{OBU}0 ?ESpeed{p1=92}{OBU}0>> ",38313)
(38313,"<<{OBU}0 !EBcmd{p1=1}>> ",38314)
(38314,"<<{OBU}0 !DMIcmd{p1=80}>> ",25051)
(38113,"<<{OBU}0 ?ESpeed{p1=91}{OBU}0>> ",38315)
(38315,"<<{OBU}0 !EBcmd{p1=1}>> ",38316)
(38316,"<<{OBU}0 !DMIcmd{p1=80}>> ",25054)
(38113,"<<{OBU}0 ?ESpeed{p1=90}{OBU}0>> ",38317)
(38317,"<<{OBU}0 !EBcmd{p1=1}>> ",38318)
(38318,"<<{OBU}0 !DMIcmd{p1=80}>> ",25057)
(38113,"<<{OBU}0 ?ESpeed{p1=89}{OBU}0>> ",38319)
(38319,"<<{OBU}0 !EBcmd{p1=1}>> ",38320)
(38320,"<<{OBU}0 !DMIcmd{p1=80}>> ",25060)
(38113,"<<{OBU}0 ?ESpeed{p1=88}{OBU}0>> ",38321)
(38321,"<<{OBU}0 !EBcmd{p1=1}>> ",38322)
(38322,"<<{OBU}0 !DMIcmd{p1=80}>> ",25063)
(38113,"<<{OBU}0 ?ESpeed{p1=87}{OBU}0>> ",38323)
(38323,"<<{OBU}0 !EBcmd{p1=1}>> ",38324)
(38324,"<<{OBU}0 !DMIcmd{p1=80}>> ",25066)
(38113,"<<{OBU}0 ?ESpeed{p1=86}{OBU}0>> ",38325)
(38325,"<<{OBU}0 !EBcmd{p1=1}>> ",38326)
(38326,"<<{OBU}0 !DMIcmd{p1=80}>> ",25069)
(38113,"<<{OBU}0 ?ESpeed{p1=85}{OBU}0>> ",38327)
(38327,"<<{OBU}0 !EBcmd{p1=1}>> ",38328)
(38328,"<<{OBU}0 !DMIcmd{p1=80}>> ",25072)
(38113,"<<{OBU}0 ?ESpeed{p1=84}{OBU}0>> ",38329)
(38329,"<<{OBU}0 !EBcmd{p1=1}>> ",38330)
(38330,"<<{OBU}0 !DMIcmd{p1=80}>> ",25075)
(38113,"<<{OBU}0 ?ESpeed{p1=83}{OBU}0>> ",38331)
(38331,"<<{OBU}0 !EBcmd{p1=1}>> ",38332)
(38332,"<<{OBU}0 !DMIcmd{p1=80}>> ",25078)
(38113,"<<{OBU}0 ?ESpeed{p1=82}{OBU}0>> ",38333)
(38333,"<<{OBU}0 !EBcmd{p1=1}>> ",38334)
(38334,"<<{OBU}0 !DMIcmd{p1=80}>> ",25081)
(38113,"<<{OBU}0 ?ESpeed{p1=81}{OBU}0>> ",38335)
(38335,"<<{OBU}0 !EBcmd{p1=1}>> ",38336)
(38336,"<<{OBU}0 !DMIcmd{p1=80}>> ",25084)
(38113,"<<{OBU}0 ?ESpeed{p1=80}{OBU}0>> ",38337)
(38337,"<<{OBU}0 !DMIcmd{p1=80}>> ",25087)
(38113,"<<{OBU}0 ?ESpeed{p1=79}{OBU}0>> ",38338)
(38338,"<<{OBU}0 !DMIcmd{p1=80}>> ",25312)
(38113,"<<{OBU}0 ?ESpeed{p1=78}{OBU}0>> ",38339)
(38339,"<<{OBU}0 !DMIcmd{p1=80}>> ",25538)
(38113,"<<{OBU}0 ?ESpeed{p1=77}{OBU}0>> ",38340)
(38340,"<<{OBU}0 !DMIcmd{p1=80}>> ",25765)
(38113,"<<{OBU}0 ?ESpeed{p1=76}{OBU}0>> ",38341)
(38341,"<<{OBU}0 !DMIcmd{p1=80}>> ",25993)
(38113,"<<{OBU}0 ?ESpeed{p1=75}{OBU}0>> ",38342)
(38342,"<<{OBU}0 !DMIcmd{p1=80}>> ",26222)
(38113,"<<{OBU}0 ?ESpeed{p1=74}{OBU}0>> ",38343)
(38343,"<<{OBU}0 !DMIcmd{p1=80}>> ",26452)
(38113,"<<{OBU}0 ?ESpeed{p1=73}{OBU}0>> ",38344)
(38344,"<<{OBU}0 !DMIcmd{p1=80}>> ",26683)
(38113,"<<{OBU}0 ?ESpeed{p1=72}{OBU}0>> ",38345)
(38345,"<<{OBU}0 !DMIcmd{p1=80}>> ",26915)
(38113,"<<{OBU}0 ?ESpeed{p1=71}{OBU}0>> ",38346)
(38346,"<<{OBU}0 !DMIcmd{p1=80}>> ",27148)
(38113,"<<{OBU}0 ?ESpeed{p1=70}{OBU}0>> ",38347)
(38347,"<<{OBU}0 !DMIcmd{p1=80}>> ",27382)
(38113,"<<{OBU}0 ?ESpeed{p1=69}{OBU}0>> ",38348)
(38348,"<<{OBU}0 !DMIcmd{p1=80}>> ",27617)
(38113,"<<{OBU}0 ?ESpeed{p1=68}{OBU}0>> ",38349)
(38349,"<<{OBU}0 !DMIcmd{p1=80}>> ",27853)
(38113,"<<{OBU}0 ?ESpeed{p1=67}{OBU}0>> ",38350)
(38350,"<<{OBU}0 !DMIcmd{p1=80}>> ",28090)
(38113,"<<{OBU}0 ?ESpeed{p1=66}{OBU}0>> ",38351)
(38351,"<<{OBU}0 !DMIcmd{p1=80}>> ",28328)
(38113,"<<{OBU}0 ?ESpeed{p1=65}{OBU}0>> ",38352)
(38352,"<<{OBU}0 !DMIcmd{p1=80}>> ",28567)
(38113,"<<{OBU}0 ?ESpeed{p1=64}{OBU}0>> ",38353)
(38353,"<<{OBU}0 !DMIcmd{p1=80}>> ",28807)
(38113,"<<{OBU}0 ?ESpeed{p1=63}{OBU}0>> ",38354)
(38354,"<<{OBU}0 !DMIcmd{p1=80}>> ",29048)
(38113,"<<{OBU}0 ?ESpeed{p1=62}{OBU}0>> ",38355)
(38355,"<<{OBU}0 !DMIcmd{p1=80}>> ",29290)
(38113,"<<{OBU}0 ?ESpeed{p1=61}{OBU}0>> ",38356)
(38356,"<<{OBU}0 !DMIcmd{p1=80}>> ",29533)
(38113,"<<{OBU}0 ?ESpeed{p1=60}{OBU}0>> ",38357)
(38357,"<<{OBU}0 !DMIcmd{p1=80}>> ",29777)
(38113,"<<{OBU}0 ?ESpeed{p1=59}{OBU}0>> ",38358)
(38358,"<<{OBU}0 !DMIcmd{p1=80}>> ",30022)
(38113,"<<{OBU}0 ?ESpeed{p1=58}{OBU}0>> ",38359)
(38359,"<<{OBU}0 !DMIcmd{p1=80}>> ",30268)
(38113,"<<{OBU}0 ?ESpeed{p1=57}{OBU}0>> ",38360)
(38360,"<<{OBU}0 !DMIcmd{p1=80}>> ",30515)
(38113,"<<{OBU}0 ?ESpeed{p1=56}{OBU}0>> ",38361)
(38361,"<<{OBU}0 !DMIcmd{p1=80}>> ",30763)
(38113,"<<{OBU}0 ?ESpeed{p1=55}{OBU}0>> ",38362)
(38362,"<<{OBU}0 !DMIcmd{p1=80}>> ",31012)
(38113,"<<{OBU}0 ?ESpeed{p1=54}{OBU}0>> ",38363)
(38363,"<<{OBU}0 !DMIcmd{p1=80}>> ",31262)
(38113,"<<{OBU}0 ?ESpeed{p1=53}{OBU}0>> ",38364)
(38364,"<<{OBU}0 !DMIcmd{p1=80}>> ",31513)
(38113,"<<{OBU}0 ?ESpeed{p1=52}{OBU}0>> ",38365)
(38365,"<<{OBU}0 !DMIcmd{p1=80}>> ",31765)
(38113,"<<{OBU}0 ?ESpeed{p1=51}{OBU}0>> ",38366)
(38366,"<<{OBU}0 !DMIcmd{p1=80}>> ",32018)
(38113,"<<{OBU}0 ?ESpeed{p1=50}{OBU}0>> ",38367)
(38367,"<<{OBU}0 !DMIcmd{p1=80}>> ",32272)
(38113,"<<{OBU}0 ?ESpeed{p1=49}{OBU}0>> ",38368)
(38368,"<<{OBU}0 !DMIcmd{p1=80}>> ",32527)
(38113,"<<{OBU}0 ?ESpeed{p1=48}{OBU}0>> ",38369)
(38369,"<<{OBU}0 !DMIcmd{p1=80}>> ",32783)
(38113,"<<{OBU}0 ?ESpeed{p1=47}{OBU}0>> ",38370)
(38370,"<<{OBU}0 !DMIcmd{p1=80}>> ",33040)
(38113,"<<{OBU}0 ?ESpeed{p1=46}{OBU}0>> ",38371)
(38371,"<<{OBU}0 !DMIcmd{p1=80}>> ",33298)
(38113,"<<{OBU}0 ?ESpeed{p1=45}{OBU}0>> ",38372)
(38372,"<<{OBU}0 !DMIcmd{p1=80}>> ",33557)
(38113,"<<{OBU}0 ?ESpeed{p1=44}{OBU}0>> ",38373)
(38373,"<<{OBU}0 !DMIcmd{p1=80}>> ",33817)
(38113,"<<{OBU}0 ?ESpeed{p1=43}{OBU}0>> ",38374)
(38374,"<<{OBU}0 !DMIcmd{p1=80}>> ",34078)
(38113,"<<{OBU}0 ?ESpeed{p1=42}{OBU}0>> ",38375)
(38375,"<<{OBU}0 !DMIcmd{p1=80}>> ",34340)
(38113,"<<{OBU}0 ?ESpeed{p1=41}{OBU}0>> ",38376)
(38376,"<<{OBU}0 !DMIcmd{p1=80}>> ",34603)
(38113,"<<{OBU}0 ?ESpeed{p1=40}{OBU}0>> ",38377)
(38377,"<<{OBU}0 !DMIcmd{p1=80}>> ",34867)
(38113,"<<{OBU}0 ?ESpeed{p1=39}{OBU}0>> ",38378)
(38378,"<<{OBU}0 !DMIcmd{p1=80}>> ",35132)
(38113,"<<{OBU}0 ?ESpeed{p1=38}{OBU}0>> ",38379)
(38379,"<<{OBU}0 !DMIcmd{p1=80}>> ",35398)
(38113,"<<{OBU}0 ?ESpeed{p1=37}{OBU}0>> ",38380)
(38380,"<<{OBU}0 !DMIcmd{p1=80}>> ",35665)
(38113,"<<{OBU}0 ?ESpeed{p1=36}{OBU}0>> ",38381)
(38381,"<<{OBU}0 !DMIcmd{p1=80}>> ",35933)
(38113,"<<{OBU}0 ?ESpeed{p1=35}{OBU}0>> ",38382)
(38382,"<<{OBU}0 !DMIcmd{p1=80}>> ",36202)
(38113,"<<{OBU}0 ?ESpeed{p1=34}{OBU}0>> ",38383)
(38383,"<<{OBU}0 !DMIcmd{p1=80}>> ",36472)
(38113,"<<{OBU}0 ?ESpeed{p1=33}{OBU}0>> ",38384)
(38384,"<<{OBU}0 !DMIcmd{p1=80}>> ",36743)
(38113,"<<{OBU}0 ?ESpeed{p1=32}{OBU}0>> ",38385)
(38385,"<<{OBU}0 !DMIcmd{p1=80}>> ",37015)
(38113,"<<{OBU}0 ?ESpeed{p1=31}{OBU}0>> ",38386)
(38386,"<<{OBU}0 !DMIcmd{p1=80}>> ",37288)
(38113,"<<{OBU}0 ?ESpeed{p1=30}{OBU}0>> ",38387)
(38387,"<<{OBU}0 !DMIcmd{p1=80}>> ",37562)
(38113,"<<{OBU}0 ?ESpeed{p1=29}{OBU}0>> ",38388)
(38388,"<<{OBU}0 !DMIcmd{p1=80}>> ",37837)
(38113,"<<{OBU}0 ?ESpeed{p1=28}{OBU}0>> ",38389)
(38389,"<<{OBU}0 !DMIcmd{p1=80}>> ",38113)
(38113,"<<{OBU}0 ?ESpeed{p1=27}{OBU}0>> ",38391)
(38391,"<<{OBU}0 !DMIcmd{p1=80}>> ",38390)
(38390,"<<{OBU}0 ?ESpeed{p1=191}{OBU}0>> ",38392)
(38392,"<<{OBU}0 !EBcmd{p1=1}>> ",38393)
(38393,"<<{OBU}0 !DMIcmd{p1=80}>> ",24754)
(38390,"<<{OBU}0 ?ESpeed{p1=190}{OBU}0>> ",38394)
(38394,"<<{OBU}0 !EBcmd{p1=1}>> ",38395)
(38395,"<<{OBU}0 !DMIcmd{p1=80}>> ",24757)
(38390,"<<{OBU}0 ?ESpeed{p1=189}{OBU}0>> ",38396)
(38396,"<<{OBU}0 !EBcmd{p1=1}>> ",38397)
(38397,"<<{OBU}0 !DMIcmd{p1=80}>> ",24760)
(38390,"<<{OBU}0 ?ESpeed{p1=188}{OBU}0>> ",38398)
(38398,"<<{OBU}0 !EBcmd{p1=1}>> ",38399)
(38399,"<<{OBU}0 !DMIcmd{p1=80}>> ",24763)
(38390,"<<{OBU}0 ?ESpeed{p1=187}{OBU}0>> ",38400)
(38400,"<<{OBU}0 !EBcmd{p1=1}>> ",38401)
(38401,"<<{OBU}0 !DMIcmd{p1=80}>> ",24766)
(38390,"<<{OBU}0 ?ESpeed{p1=186}{OBU}0>> ",38402)
(38402,"<<{OBU}0 !EBcmd{p1=1}>> ",38403)
(38403,"<<{OBU}0 !DMIcmd{p1=80}>> ",24769)
(38390,"<<{OBU}0 ?ESpeed{p1=185}{OBU}0>> ",38404)
(38404,"<<{OBU}0 !EBcmd{p1=1}>> ",38405)
(38405,"<<{OBU}0 !DMIcmd{p1=80}>> ",24772)
(38390,"<<{OBU}0 ?ESpeed{p1=184}{OBU}0>> ",38406)
(38406,"<<{OBU}0 !EBcmd{p1=1}>> ",38407)
(38407,"<<{OBU}0 !DMIcmd{p1=80}>> ",24775)
(38390,"<<{OBU}0 ?ESpeed{p1=183}{OBU}0>> ",38408)
(38408,"<<{OBU}0 !EBcmd{p1=1}>> ",38409)
(38409,"<<{OBU}0 !DMIcmd{p1=80}>> ",24778)
(38390,"<<{OBU}0 ?ESpeed{p1=182}{OBU}0>> ",38410)
(38410,"<<{OBU}0 !EBcmd{p1=1}>> ",38411)
(38411,"<<{OBU}0 !DMIcmd{p1=80}>> ",24781)
(38390,"<<{OBU}0 ?ESpeed{p1=181}{OBU}0>> ",38412)
(38412,"<<{OBU}0 !EBcmd{p1=1}>> ",38413)
(38413,"<<{OBU}0 !DMIcmd{p1=80}>> ",24784)
(38390,"<<{OBU}0 ?ESpeed{p1=180}{OBU}0>> ",38414)
(38414,"<<{OBU}0 !EBcmd{p1=1}>> ",38415)
(38415,"<<{OBU}0 !DMIcmd{p1=80}>> ",24787)
(38390,"<<{OBU}0 ?ESpeed{p1=179}{OBU}0>> ",38416)
(38416,"<<{OBU}0 !EBcmd{p1=1}>> ",38417)
(38417,"<<{OBU}0 !DMIcmd{p1=80}>> ",24790)
(38390,"<<{OBU}0 ?ESpeed{p1=178}{OBU}0>> ",38418)
(38418,"<<{OBU}0 !EBcmd{p1=1}>> ",38419)
(38419,"<<{OBU}0 !DMIcmd{p1=80}>> ",24793)
(38390,"<<{OBU}0 ?ESpeed{p1=177}{OBU}0>> ",38420)
(38420,"<<{OBU}0 !EBcmd{p1=1}>> ",38421)
(38421,"<<{OBU}0 !DMIcmd{p1=80}>> ",24796)
(38390,"<<{OBU}0 ?ESpeed{p1=176}{OBU}0>> ",38422)
(38422,"<<{OBU}0 !EBcmd{p1=1}>> ",38423)
(38423,"<<{OBU}0 !DMIcmd{p1=80}>> ",24799)
(38390,"<<{OBU}0 ?ESpeed{p1=175}{OBU}0>> ",38424)
(38424,"<<{OBU}0 !EBcmd{p1=1}>> ",38425)
(38425,"<<{OBU}0 !DMIcmd{p1=80}>> ",24802)
(38390,"<<{OBU}0 ?ESpeed{p1=174}{OBU}0>> ",38426)
(38426,"<<{OBU}0 !EBcmd{p1=1}>> ",38427)
(38427,"<<{OBU}0 !DMIcmd{p1=80}>> ",24805)
(38390,"<<{OBU}0 ?ESpeed{p1=173}{OBU}0>> ",38428)
(38428,"<<{OBU}0 !EBcmd{p1=1}>> ",38429)
(38429,"<<{OBU}0 !DMIcmd{p1=80}>> ",24808)
(38390,"<<{OBU}0 ?ESpeed{p1=172}{OBU}0>> ",38430)
(38430,"<<{OBU}0 !EBcmd{p1=1}>> ",38431)
(38431,"<<{OBU}0 !DMIcmd{p1=80}>> ",24811)
(38390,"<<{OBU}0 ?ESpeed{p1=171}{OBU}0>> ",38432)
(38432,"<<{OBU}0 !EBcmd{p1=1}>> ",38433)
(38433,"<<{OBU}0 !DMIcmd{p1=80}>> ",24814)
(38390,"<<{OBU}0 ?ESpeed{p1=170}{OBU}0>> ",38434)
(38434,"<<{OBU}0 !EBcmd{p1=1}>> ",38435)
(38435,"<<{OBU}0 !DMIcmd{p1=80}>> ",24817)
(38390,"<<{OBU}0 ?ESpeed{p1=169}{OBU}0>> ",38436)
(38436,"<<{OBU}0 !EBcmd{p1=1}>> ",38437)
(38437,"<<{OBU}0 !DMIcmd{p1=80}>> ",24820)
(38390,"<<{OBU}0 ?ESpeed{p1=168}{OBU}0>> ",38438)
(38438,"<<{OBU}0 !EBcmd{p1=1}>> ",38439)
(38439,"<<{OBU}0 !DMIcmd{p1=80}>> ",24823)
(38390,"<<{OBU}0 ?ESpeed{p1=167}{OBU}0>> ",38440)
(38440,"<<{OBU}0 !EBcmd{p1=1}>> ",38441)
(38441,"<<{OBU}0 !DMIcmd{p1=80}>> ",24826)
(38390,"<<{OBU}0 ?ESpeed{p1=166}{OBU}0>> ",38442)
(38442,"<<{OBU}0 !EBcmd{p1=1}>> ",38443)
(38443,"<<{OBU}0 !DMIcmd{p1=80}>> ",24829)
(38390,"<<{OBU}0 ?ESpeed{p1=165}{OBU}0>> ",38444)
(38444,"<<{OBU}0 !EBcmd{p1=1}>> ",38445)
(38445,"<<{OBU}0 !DMIcmd{p1=80}>> ",24832)
(38390,"<<{OBU}0 ?ESpeed{p1=164}{OBU}0>> ",38446)
(38446,"<<{OBU}0 !EBcmd{p1=1}>> ",38447)
(38447,"<<{OBU}0 !DMIcmd{p1=80}>> ",24835)
(38390,"<<{OBU}0 ?ESpeed{p1=163}{OBU}0>> ",38448)
(38448,"<<{OBU}0 !EBcmd{p1=1}>> ",38449)
(38449,"<<{OBU}0 !DMIcmd{p1=80}>> ",24838)
(38390,"<<{OBU}0 ?ESpeed{p1=162}{OBU}0>> ",38450)
(38450,"<<{OBU}0 !EBcmd{p1=1}>> ",38451)
(38451,"<<{OBU}0 !DMIcmd{p1=80}>> ",24841)
(38390,"<<{OBU}0 ?ESpeed{p1=161}{OBU}0>> ",38452)
(38452,"<<{OBU}0 !EBcmd{p1=1}>> ",38453)
(38453,"<<{OBU}0 !DMIcmd{p1=80}>> ",24844)
(38390,"<<{OBU}0 ?ESpeed{p1=160}{OBU}0>> ",38454)
(38454,"<<{OBU}0 !EBcmd{p1=1}>> ",38455)
(38455,"<<{OBU}0 !DMIcmd{p1=80}>> ",24847)
(38390,"<<{OBU}0 ?ESpeed{p1=159}{OBU}0>> ",38456)
(38456,"<<{OBU}0 !EBcmd{p1=1}>> ",38457)
(38457,"<<{OBU}0 !DMIcmd{p1=80}>> ",24850)
(38390,"<<{OBU}0 ?ESpeed{p1=158}{OBU}0>> ",38458)
(38458,"<<{OBU}0 !EBcmd{p1=1}>> ",38459)
(38459,"<<{OBU}0 !DMIcmd{p1=80}>> ",24853)
(38390,"<<{OBU}0 ?ESpeed{p1=157}{OBU}0>> ",38460)
(38460,"<<{OBU}0 !EBcmd{p1=1}>> ",38461)
(38461,"<<{OBU}0 !DMIcmd{p1=80}>> ",24856)
(38390,"<<{OBU}0 ?ESpeed{p1=156}{OBU}0>> ",38462)
(38462,"<<{OBU}0 !EBcmd{p1=1}>> ",38463)
(38463,"<<{OBU}0 !DMIcmd{p1=80}>> ",24859)
(38390,"<<{OBU}0 ?ESpeed{p1=155}{OBU}0>> ",38464)
(38464,"<<{OBU}0 !EBcmd{p1=1}>> ",38465)
(38465,"<<{OBU}0 !DMIcmd{p1=80}>> ",24862)
(38390,"<<{OBU}0 ?ESpeed{p1=154}{OBU}0>> ",38466)
(38466,"<<{OBU}0 !EBcmd{p1=1}>> ",38467)
(38467,"<<{OBU}0 !DMIcmd{p1=80}>> ",24865)
(38390,"<<{OBU}0 ?ESpeed{p1=153}{OBU}0>> ",38468)
(38468,"<<{OBU}0 !EBcmd{p1=1}>> ",38469)
(38469,"<<{OBU}0 !DMIcmd{p1=80}>> ",24868)
(38390,"<<{OBU}0 ?ESpeed{p1=152}{OBU}0>> ",38470)
(38470,"<<{OBU}0 !EBcmd{p1=1}>> ",38471)
(38471,"<<{OBU}0 !DMIcmd{p1=80}>> ",24871)
(38390,"<<{OBU}0 ?ESpeed{p1=151}{OBU}0>> ",38472)
(38472,"<<{OBU}0 !EBcmd{p1=1}>> ",38473)
(38473,"<<{OBU}0 !DMIcmd{p1=80}>> ",24874)
(38390,"<<{OBU}0 ?ESpeed{p1=150}{OBU}0>> ",38474)
(38474,"<<{OBU}0 !EBcmd{p1=1}>> ",38475)
(38475,"<<{OBU}0 !DMIcmd{p1=80}>> ",24877)
(38390,"<<{OBU}0 ?ESpeed{p1=149}{OBU}0>> ",38476)
(38476,"<<{OBU}0 !EBcmd{p1=1}>> ",38477)
(38477,"<<{OBU}0 !DMIcmd{p1=80}>> ",24880)
(38390,"<<{OBU}0 ?ESpeed{p1=148}{OBU}0>> ",38478)
(38478,"<<{OBU}0 !EBcmd{p1=1}>> ",38479)
(38479,"<<{OBU}0 !DMIcmd{p1=80}>> ",24883)
(38390,"<<{OBU}0 ?ESpeed{p1=147}{OBU}0>> ",38480)
(38480,"<<{OBU}0 !EBcmd{p1=1}>> ",38481)
(38481,"<<{OBU}0 !DMIcmd{p1=80}>> ",24886)
(38390,"<<{OBU}0 ?ESpeed{p1=146}{OBU}0>> ",38482)
(38482,"<<{OBU}0 !EBcmd{p1=1}>> ",38483)
(38483,"<<{OBU}0 !DMIcmd{p1=80}>> ",24889)
(38390,"<<{OBU}0 ?ESpeed{p1=145}{OBU}0>> ",38484)
(38484,"<<{OBU}0 !EBcmd{p1=1}>> ",38485)
(38485,"<<{OBU}0 !DMIcmd{p1=80}>> ",24892)
(38390,"<<{OBU}0 ?ESpeed{p1=144}{OBU}0>> ",38486)
(38486,"<<{OBU}0 !EBcmd{p1=1}>> ",38487)
(38487,"<<{OBU}0 !DMIcmd{p1=80}>> ",24895)
(38390,"<<{OBU}0 ?ESpeed{p1=143}{OBU}0>> ",38488)
(38488,"<<{OBU}0 !EBcmd{p1=1}>> ",38489)
(38489,"<<{OBU}0 !DMIcmd{p1=80}>> ",24898)
(38390,"<<{OBU}0 ?ESpeed{p1=142}{OBU}0>> ",38490)
(38490,"<<{OBU}0 !EBcmd{p1=1}>> ",38491)
(38491,"<<{OBU}0 !DMIcmd{p1=80}>> ",24901)
(38390,"<<{OBU}0 ?ESpeed{p1=141}{OBU}0>> ",38492)
(38492,"<<{OBU}0 !EBcmd{p1=1}>> ",38493)
(38493,"<<{OBU}0 !DMIcmd{p1=80}>> ",24904)
(38390,"<<{OBU}0 ?ESpeed{p1=140}{OBU}0>> ",38494)
